J_Penduduk,J_P_DBD,J_M_DBD,IR_DBD,CFR_DBD,J_P_DD,J_M_DD,IR_DD,CFR_DD,J_P_N,2017,2018,2019,2020,Strata_E,Tnh_pek_bang_hlmn,Tanah Sawah,Tanah Kering,J_RT,J_Pdd_Lk,J_Pdd_Pr,J_Kep_Kel,J_KBPaud,J_SD,J_MI,J_SMP,J_MTS,J_SMA,J_MA,J_SMK,J_Siswa,J_PT,J_Dosen,J_Mhs,RS,RSB,Poli,Puskesmas_RI,Puskesmas_Rj,Apotek,Mini_Market,Toko Kelontong,WM_Kedai,BPR,KUD,IRT,Kosipa,BTS,Masjid,langgar,majlis,gereja,Total_T_Ibadah
4078,0,0,0.0,0.0,8,0,198.1,0,0,1,0,1,0,2,84.7,0.0,91.8,40,1921,2021,1364,9,2,0,5,0,3,0,0,2604,1,339.0,13759.0,0,0,2,1.0,0,3,8,0,62,0,0,0,0,1,2,9,4.0,1,16
2937,0,0,0.0,0.0,3,0,102.5,0,0,0,0,0,0,3,52.2,0.0,53.2,27,1412,1498,987,6,1,0,0,0,0,0,3,4467,0,0.0,0.0,0,0,0,0.0,0,1,11,0,7,1,0,0,0,0,2,7,2.0,2,13
4061,0,0,0.0,0.0,1,0,24.4,0,0,0,1,1,0,2,42.26,16.83,349.21,25,2018,1988,1283,3,2,1,0,0,0,0,0,507,0,0.0,0.0,0,0,0,1.0,1,0,3,15,26,0,0,0,0,4,1,15,3.0,0,19
11163,2,0,17.9,0.0,19,0,169.7,0,1,2,6,5,2,1,36.05,0.0,49.92,50,5494,5537,3628,6,4,0,1,0,0,0,0,1639,0,0.0,0.0,0,0,0,0.0,0,3,4,120,24,0,0,0,2,4,3,13,8.0,3,27
7799,0,0,0.0,0.0,6,0,77.3,0,0,1,0,2,0,2,53.6,0.0,66.1,44,3795,3913,2489,8,4,0,2,0,1,0,0,1154,0,0.0,0.0,0,0,3,1.0,1,4,6,80,24,2,0,0,0,0,7,14,8.0,2,31
2613,0,0,0.0,0.0,5,0,189.8,0,0,0,0,1,0,2,37.39,92.08,103.77,12,1323,1347,896,2,1,0,0,0,0,0,0,208,0,0.0,0.0,0,0,0,1.0,0,0,0,13,12,0,0,0,0,1,5,20,6.0,0,31
7233,0,0,0.0,0.0,11,0,151.8,0,1,1,1,3,0,2,154.55,0.0,172.31,6,3504,3628,2365,5,3,0,4,0,2,0,2,3641,0,0.0,0.0,0,0,1,0.0,0,2,4,27,41,0,0,0,0,3,3,16,4.0,2,25
13626,1,0,7.2,0.0,5,0,35.9,0,0,2,4,1,1,1,60.2,0.0,205.5,117,6982,7033,4127,11,4,2,2,1,0,1,3,2078,0,0.0,0.0,0,0,1,0.0,0,0,4,22,19,0,0,0,0,2,9,19,7.0,0,35
2528,1,0,39.8,0.0,3,0,119.5,0,0,0,0,0,1,2,25.57,0.0,28.63,17,1219,1329,911,3,2,0,1,0,0,0,0,214,0,0.0,0.0,0,0,0,0.0,0,1,0,99,5,0,0,0,0,0,1,7,0.0,0,8
4598,0,0,0.0,0.0,3,0,65.4,0,0,0,0,0,0,4,50.3,0.0,54.3,27,2135,2392,1535,3,1,0,1,0,0,0,0,1022,0,0.0,0.0,0,0,0,0.0,0,1,1,0,12,0,0,0,0,1,3,12,3.0,2,20
12076,4,0,32.8,0.0,28,0,229.5,0,3,7,0,10,4,2,93.45,6.0,143.2,74,6095,6214,3760,11,2,1,1,0,0,0,1,1119,2,310.0,9079.0,0,0,2,1.0,0,3,6,90,99,1,0,0,2,2,11,16,9.0,0,36
7371,2,0,26.6,0.0,19,0,252.6,0,0,0,0,0,2,2,73.34,34.0,533.65,40,3847,3866,2402,9,5,0,1,0,1,0,1,3046,0,0.0,0.0,0,0,0,0.0,0,0,1,0,24,0,0,0,0,1,6,20,11.0,2,39
20161,5,0,24.8,0.0,23,0,114.3,0,1,2,1,3,5,1,148.8,0.0,174.8,104,9900,9987,6275,11,4,0,2,0,2,0,2,1750,0,0.0,0.0,0,0,1,0.0,1,0,2,255,166,0,0,0,7,3,9,23,15.0,1,48
3877,2,0,51.8,0.0,8,0,207.1,0,0,0,0,0,2,2,25.52,0.0,29.75,37,1951,2076,1395,2,3,0,0,0,0,0,0,328,0,0.0,0.0,0,0,0,0.0,0,2,3,5,35,0,0,0,0,0,2,8,2.0,0,12
14176,1,0,7.1,0.0,28,0,198.1,0,0,2,0,1,1,2,129.6,0.0,140.9,82,6938,7094,4478,8,3,0,0,0,0,0,0,1204,0,0.0,0.0,0,0,1,0.0,0,1,1,0,50,0,0,0,1,1,8,21,6.0,3,38
3655,2,0,54.0,0.0,2,0,54.0,0,0,0,1,6,2,1,60.0,14.0,78.45,31,1874,1872,1128,1,1,0,0,0,0,0,0,158,0,0.0,0.0,0,0,1,0.0,0,0,1,35,61,0,0,0,0,1,5,6,1.0,1,13
4195,0,0,0.0,0.0,4,0,95.4,0,1,1,0,1,0,2,20.75,0.0,25.25,30,2005,2251,1657,2,0,0,0,0,1,0,0,132,0,0.0,0.0,0,0,1,0.0,0,2,3,10,50,4,0,0,0,5,1,4,1.0,0,13
6504,0,0,0.0,0.0,9,0,138.3,0,1,0,0,0,0,3,103.57,2.0,109.14,48,3095,3260,2112,4,1,0,0,0,0,0,0,491,2,16.0,452.0,0,0,1,0.0,0,2,4,37,28,0,0,0,0,5,9,16,14.0,2,41
15241,4,0,26.4,0.0,7,0,46.2,0,0,2,0,2,4,2,62.3,0.0,82.5,91,7351,7519,4714,8,3,0,1,0,0,0,0,1318,0,0.0,0.0,0,0,1,1.0,1,2,4,149,37,0,0,0,1,6,9,19,7.0,4,39
8224,1,0,11.9,0.0,2,0,23.8,0,0,5,1,3,1,1,136.5,0.0,211.93,49,4330,4242,2519,8,2,1,0,0,0,0,0,430,0,0.0,0.0,0,0,0,0.0,0,0,1,9,12,0,0,0,0,0,4,26,1.0,0,31
14833,3,0,20.2,0.0,15,0,101.0,0,0,3,0,3,3,2,31.02,0.0,41.52,87,7604,7733,4888,8,5,1,1,0,0,0,0,1216,0,0.0,0.0,0,0,0,0.0,0,1,2,175,16,0,0,0,0,2,8,29,16.0,2,59
4490,1,1,23.3,23.3,6,0,139.6,0,0,0,0,0,1,2,39.6,0.0,40.1,40,2023,2160,1457,5,4,0,1,0,0,0,0,1494,0,0.0,0.0,0,0,5,0.0,0,5,2,20,15,0,0,0,2,1,5,9,5.0,3,22
5853,0,0,0.0,0.0,14,0,239.4,0,0,1,0,0,0,3,30.22,0.0,33.22,40,2797,2973,1929,7,1,0,0,0,0,0,0,188,0,0.0,0.0,0,0,2,0.0,0,0,5,25,51,0,0,0,0,3,5,17,5.0,3,31
12142,0,0,0.0,0.0,17,0,140.3,0,1,2,0,8,0,2,55.0,0.0,70.0,53,5909,6083,3867,11,2,0,0,0,1,0,0,1892,0,0.0,0.0,0,0,0,1.0,0,4,4,75,85,0,0,0,0,2,12,12,12.0,0,36
5707,0,0,0.0,0.0,3,0,52.7,0,1,0,0,1,0,2,82.49,0.0,88.63,8,2757,2843,1875,6,1,0,0,0,0,0,0,270,0,0.0,0.0,0,0,0,0.0,0,0,0,55,20,0,0,0,3,2,5,10,5.0,1,21
3709,1,0,26.7,0.0,0,0,0.0,0,0,0,0,0,1,2,65.37,90.54,255.35,21,1866,1896,1219,4,3,1,1,1,0,1,1,2513,0,0.0,0.0,0,0,0,1.0,0,0,2,33,10,0,0,0,0,1,3,18,2.0,0,23
6508,0,0,0.0,0.0,0,0,0.0,0,0,2,0,0,0,4,10.51,76.8,180.25,41,3340,3123,2054,7,4,1,2,1,0,1,0,868,0,0.0,0.0,0,0,0,0.0,0,0,3,33,17,0,0,0,2,2,1,16,1.0,0,18
10139,7,0,67.7,0.0,29,0,280.6,0,0,2,1,3,7,1,185.13,6.0,297.72,84,5326,5290,3243,5,2,1,2,0,0,0,0,1570,0,0.0,0.0,1,0,0,0.0,0,1,3,52,10,0,0,0,0,7,8,16,8.0,2,34
6349,0,0,0.0,0.0,2,0,31.2,0,0,0,0,1,0,2,63.54,69.79,563.02,29,3194,3178,2011,5,1,2,0,0,0,0,0,107,0,0.0,0.0,0,0,0,0.0,0,0,1,25,5,0,0,0,1,0,3,18,0.0,0,21
5345,1,0,18.5,0.0,4,0,73.9,0,0,0,1,1,1,1,66.65,58.0,99.62,26,2725,2710,1710,1,1,3,0,0,0,0,0,105,0,0.0,0.0,0,0,1,0.0,0,1,2,14,3,0,0,0,0,0,5,25,9.0,0,39
17550,5,0,28.3,0.0,30,0,169.5,0,1,4,0,2,5,2,127.0,0.0,150.0,99,8728,8960,5370,9,4,0,2,0,1,0,1,2081,1,29.0,1981.0,0,0,0,1.0,0,3,5,225,124,0,0,0,3,6,11,26,11.0,6,55
21018,15,0,70.1,0.0,51,0,238.5,0,1,12,3,15,15,1,307.0,62.0,437.0,196,10926,10804,6404,33,3,2,1,2,0,2,0,1020,0,0.0,0.0,0,0,3,0.0,1,4,10,98,82,0,0,0,0,7,9,42,30.0,2,83
7023,4,0,55.6,0.0,34,0,472.9,0,2,0,1,4,4,1,46.34,31.5,436.39,43,3623,3601,2174,9,1,0,1,0,0,0,0,711,0,0.0,0.0,0,0,1,1.0,0,1,3,24,5,0,0,0,0,1,7,12,5.0,2,26
4837,1,0,20.8,0.0,10,0,207.8,0,1,0,0,0,1,2,29.3,0.0,33.6,42,2362,2530,1692,4,2,0,1,0,0,0,0,553,2,255.0,9829.0,0,0,0,1.0,1,2,6,166,29,0,0,0,0,0,2,5,2.0,2,11
6827,0,0,0.0,0.0,4,0,58.9,0,0,2,0,0,0,3,54.46,0.0,58.16,64,3201,3422,2259,4,4,0,2,0,0,0,1,1688,0,0.0,0.0,0,0,0,0.0,0,1,3,0,30,0,0,0,0,2,3,10,3.0,2,18
5206,1,0,19.3,0.0,3,0,58.0,0,0,0,0,1,1,2,69.4,0.0,79.8,41,2503,2651,1732,5,3,0,1,1,0,0,1,680,1,16.0,73.0,1,0,1,0.0,0,1,1,0,13,0,0,0,1,3,4,13,6.0,2,25
7790,1,0,13.3,0.0,10,0,133.1,0,1,0,0,0,1,2,65.33,0.0,75.56,57,3569,3842,2512,11,3,0,2,0,1,0,3,8281,0,0.0,0.0,0,0,1,1.0,1,2,4,80,92,2,0,0,0,2,10,12,8.0,4,34
33349,1,0,3.0,0.0,26,0,77.6,0,0,3,2,1,1,1,153.3,207.4,207.4,25,16533,16930,10296,25,6,0,2,0,0,0,0,1876,0,0.0,0.0,0,0,2,0.0,0,2,8,130,66,0,0,0,0,0,14,30,1.0,4,49
4011,0,0,0.0,0.0,3,0,75.5,0,0,1,0,1,0,2,120.0,0.0,131.98,22,1978,1968,1184,6,1,0,0,0,0,0,0,403,0,0.0,0.0,0,0,1,0.0,0,0,2,53,22,1,0,0,1,5,2,6,14.0,0,22
6492,3,0,45.3,0.0,6,0,90.6,0,0,0,0,1,3,2,213.21,109.0,389.66,41,3361,3331,2148,4,3,1,1,1,1,0,0,1696,0,0.0,0.0,0,0,1,0.0,0,1,0,36,53,3,1,0,1,4,7,23,10.0,1,42
13557,3,0,22.2,0.0,31,0,229.0,0,1,2,3,4,3,1,57.76,2.51,255.05,88,6708,6760,4234,9,4,1,1,0,0,0,0,2792,0,0.0,0.0,1,0,1,1.0,0,1,6,130,70,1,0,0,0,5,8,25,14.0,2,49
13397,2,0,14.9,0.0,11,0,82.1,0,1,4,1,4,2,1,67.4,0.0,84.38,64,6502,6774,4169,3,4,0,0,0,0,0,0,1132,1,13.0,31.0,0,0,3,1.0,1,2,4,233,143,0,0,0,2,3,6,19,11.0,5,41
14475,0,0,0.0,0.0,30,0,207.5,0,5,1,1,7,0,2,222.1,0.0,235.88,83,7103,7254,4700,11,4,0,1,0,1,0,0,679,0,0.0,0.0,0,0,1,1.0,0,3,4,25,19,0,0,0,2,5,9,14,9.0,5,37
4057,1,0,24.1,0.0,7,0,169.0,0,0,0,0,0,1,2,97.58,134.74,170.95,22,2081,2074,1338,6,2,0,0,0,0,0,0,267,0,0.0,0.0,0,0,1,0.0,0,0,0,2,5,0,0,0,0,2,6,14,8.0,0,28
5153,1,0,19.2,0.0,1,0,19.2,0,0,0,1,1,1,1,56.5,82.9,123.86,25,2588,2662,1676,4,2,1,2,0,2,0,0,994,0,0.0,0.0,0,0,0,0.0,0,0,0,2,6,0,0,0,0,1,5,26,5.0,0,36
12443,3,0,24.1,0.0,27,0,216.6,0,1,1,1,4,3,1,158.5,0.0,185.0,98,6044,6434,4070,10,4,0,2,0,2,0,1,5227,0,0.0,0.0,0,0,2,1.0,1,4,6,65,41,0,0,0,3,1,5,23,13.0,4,45
5552,1,0,17.7,0.0,5,0,88.7,0,0,0,0,1,1,2,48.0,74.05,192.22,26,2869,2807,1808,5,3,1,1,0,1,0,0,510,0,0.0,0.0,0,0,1,0.0,0,0,0,11,2,0,0,0,0,2,7,21,8.0,0,37
15124,1,0,6.6,0.0,30,0,197.6,0,3,1,5,6,1,1,95.05,146.5,146.5,11,7390,7633,4796,13,3,0,4,0,1,0,1,3936,2,196.0,6770.0,0,0,2,0.0,0,4,8,108,72,0,0,0,0,2,17,34,19.0,0,70
2564,0,0,0.0,0.0,4,0,156.6,0,0,0,0,0,0,4,43.35,0.0,46.6,24,1275,1300,921,4,1,0,0,0,0,0,1,348,1,248.0,9602.0,0,0,2,0.0,0,1,1,99,17,1,0,0,2,1,2,9,2.0,1,14
15351,6,0,39.2,0.0,39,0,255.1,0,3,2,1,3,6,1,84.25,0.0,93.2,105,7413,7622,4889,11,5,1,0,0,0,0,1,1575,0,0.0,0.0,0,0,5,0.0,0,4,9,66,52,0,0,0,4,3,11,24,14.0,0,49
6459,0,0,0.0,0.0,4,0,61.7,0,0,0,0,1,0,2,32.35,0.0,33.93,29,3284,3320,2149,10,2,0,2,0,1,0,1,2012,0,0.0,0.0,0,0,0,0.0,0,1,2,21,27,0,0,0,1,0,1,19,10.0,2,33
13661,0,0,0.0,0.0,18,0,131.4,0,3,4,0,1,0,2,78.5,0.0,140.0,124,6854,7420,5011,6,3,0,1,0,1,0,0,2010,0,0.0,0.0,0,0,1,0.0,0,1,6,105,55,1,0,0,0,0,5,3,2.0,6,20
5333,1,0,18.3,0.0,7,0,128.4,0,0,3,0,1,1,2,126.7,284.69,211.59,27,2763,2693,1667,6,3,0,0,1,0,1,1,646,0,0.0,0.0,0,0,1,0.0,0,1,4,52,4,0,0,0,0,5,4,31,7.0,0,42
11560,2,0,17.2,0.0,38,0,326.8,0,1,3,4,3,2,1,215.95,6.5,233.5,68,5778,5885,3689,13,6,0,2,0,2,0,0,2653,0,739.0,17960.0,0,0,3,0.0,0,3,13,54,234,0,0,1,1,6,11,19,7.0,4,41
14513,8,0,54.9,0.0,41,0,281.5,0,1,3,1,3,8,1,150.0,177.0,183.0,12,7197,7250,4531,10,6,1,0,1,0,1,1,1780,0,0.0,0.0,0,0,0,0.0,0,2,7,65,24,0,0,0,0,4,12,26,12.0,0,50
9375,3,0,31.7,0.0,16,0,168.9,0,4,2,0,3,3,2,89.0,123.6,135.6,9,4702,4736,2866,11,3,1,1,0,1,0,0,1230,0,0.0,0.0,0,0,1,0.0,0,3,4,27,19,0,0,0,1,2,8,29,13.0,3,53
15463,1,0,6.4,0.0,34,0,218.1,0,3,5,0,7,1,2,132.2,189.0,189.0,14,7731,8032,4886,13,4,1,0,1,0,0,1,1524,1,14.0,442.0,0,0,2,0.0,0,5,7,11,13,0,0,0,1,2,11,18,9.0,0,38
3589,0,0,0.0,0.0,4,0,111.9,0,0,0,0,0,0,4,68.84,0.0,79.99,33,1727,1939,1333,5,4,0,2,0,2,0,1,2368,0,0.0,0.0,2,0,0,0.0,0,2,2,20,60,0,0,0,0,2,3,6,3.0,3,18
2659,0,0,0.0,0.0,2,0,76.1,0,0,1,0,0,0,4,26.23,0.0,30.33,34,1239,1408,943,3,1,1,2,0,0,0,3,2517,1,357.0,14805.0,0,0,3,0.0,0,1,1,42,58,1,0,0,1,1,3,7,5.0,1,16
5574,2,0,36.1,0.0,5,0,90.2,0,0,0,0,2,2,2,30.69,0.0,36.79,43,2757,2978,1968,2,4,0,2,0,0,0,1,2092,0,0.0,0.0,0,0,1,0.0,0,3,7,28,31,0,0,0,1,0,4,9,7.0,0,20
7103,2,0,27.8,0.0,12,0,166.6,0,0,3,2,0,2,2,52.32,149.99,252.63,6,3635,3567,2195,9,2,1,1,1,0,1,0,1170,0,0.0,0.0,0,0,1,0.0,0,0,3,64,25,0,0,0,3,2,3,24,9.0,0,36
5873,0,0,0.0,0.0,2,0,33.5,0,0,0,0,0,0,3,35.35,0.0,134.74,33,3021,2981,1786,6,0,2,0,2,0,1,0,629,0,0.0,0.0,0,0,0,0.0,0,0,0,36,4,0,0,0,0,1,1,23,0.0,0,24
1799,0,0,0.0,0.0,2,0,105.7,0,1,1,0,0,0,4,10.22,31.25,494.47,26,1027,1012,639,4,1,0,0,0,0,0,0,175,0,0.0,0.0,0,0,0,0.0,0,1,2,12,5,0,0,0,1,1,1,5,2.0,3,11
6487,0,0,0.0,0.0,3,0,46.8,0,0,2,0,3,0,2,44.1,0.0,50.1,50,3042,3289,2200,11,4,0,3,0,1,0,1,5622,1,10.0,305.0,1,0,5,0.0,0,3,2,45,19,0,0,0,0,1,6,9,6.0,4,26
6353,0,0,0.0,0.0,11,0,174.6,0,1,1,1,0,0,2,46.46,0.0,48.06,5,3028,3181,2089,5,4,0,0,0,0,0,0,1265,0,0.0,0.0,2,0,2,0.0,0,4,4,33,30,1,0,0,3,1,8,13,7.0,1,29
4107,0,0,0.0,0.0,1,0,24.2,0,0,0,0,0,0,3,41.7,105.52,138.83,20,2035,2065,1321,9,4,1,2,0,2,1,0,2417,0,0.0,0.0,0,0,0,0.0,0,1,2,48,-1,0,1,0,0,2,6,18,6.0,0,30
14322,5,0,34.8,0.0,38,0,264.3,0,1,2,0,5,5,2,222.0,228.5,238.5,16,7115,7215,4377,16,3,1,0,1,0,1,0,545,1,65.0,1341.0,1,0,0,0.0,0,3,6,20,79,0,0,0,0,8,8,41,16.0,4,69
4988,0,0,0.0,0.0,4,0,84.6,0,0,1,0,1,0,2,51.11,0.0,74.11,49,2195,2357,1598,4,5,0,0,0,0,0,1,1567,0,0.0,0.0,0,0,1,0.0,0,2,4,55,51,0,0,0,0,5,6,11,3.0,4,24
8424,1,0,11.8,0.0,7,0,82.9,0,2,0,0,2,1,2,54.5,0.0,60.0,47,4445,4498,3015,8,0,0,0,0,0,0,1,355,0,0.0,0.0,0,0,0,0.0,0,2,1,99,25,0,0,0,0,2,5,14,7.0,2,28
8987,0,0,0.0,0.0,5,0,54.3,0,0,0,0,0,0,4,17.44,79.2,892.85,60,4656,4720,2935,7,3,1,1,0,0,0,1,914,0,0.0,0.0,0,0,0,0.0,0,0,0,90,14,0,0,0,0,5,4,22,6.0,0,32
1920,2,0,102.8,0.0,22,0,1130.5,0,1,0,0,1,2,2,30.88,88.51,72.57,9,1008,945,653,4,1,1,0,2,0,2,1,1240,0,0.0,0.0,0,0,0,0.0,0,0,2,9,4,0,0,0,1,0,5,11,4.0,0,20
5606,0,0,0.0,0.0,1,0,17.7,0,0,0,0,1,0,2,46.32,87.78,203.78,28,2882,2835,1798,5,2,2,0,0,0,0,0,306,0,0.0,0.0,0,0,0,0.0,0,0,0,5,10,0,0,0,0,0,4,16,5.0,0,25
22569,6,0,26.3,0.0,57,0,250.2,0,1,4,4,5,6,1,316.3,0.5,392.43,140,11524,11543,7015,16,4,0,2,0,1,0,0,2020,0,0.0,0.0,0,0,2,1.0,1,4,8,95,18,0,0,0,8,4,24,28,19.0,6,78
4502,0,0,0.0,0.0,3,0,66.8,0,0,2,0,0,0,4,45.15,0.0,49.24,34,2253,2313,1539,3,2,0,2,0,0,0,0,960,0,0.0,0.0,0,0,0,0.0,0,0,0,155,3,0,0,0,1,1,2,12,4.0,3,23
4901,2,0,40.3,0.0,5,0,100.8,0,0,0,0,0,2,2,38.68,468.95,238.23,20,2495,2508,1694,5,2,0,0,1,0,0,0,352,0,0.0,0.0,0,0,0,0.0,0,0,1,13,10,0,0,0,0,1,5,20,12.0,0,37
8597,1,0,11.6,0.0,1,0,11.6,0,0,1,1,1,1,1,42.02,0.0,48.02,49,4329,4569,3016,7,3,0,0,0,0,0,0,724,0,0.0,0.0,0,0,2,0.0,0,1,4,38,57,0,0,0,0,2,5,13,0.0,3,21
16702,5,0,30.9,0.0,42,0,259.8,0,1,5,0,10,5,2,33.77,0.0,100.25,94,7936,8023,5106,16,8,2,2,0,0,0,0,3081,0,0.0,0.0,0,0,2,1.0,1,3,10,99,68,3,0,0,0,4,14,53,28.0,2,97
2253,0,0,0.0,0.0,1,0,44.4,0,0,1,0,1,0,2,111.71,5.36,465.09,12,1137,1120,686,4,1,1,0,0,0,0,0,96,0,0.0,0.0,0,0,0,0.0,0,0,8,15,60,0,0,0,0,2,1,6,2.0,0,9
7673,2,0,26.2,0.0,6,0,78.5,0,0,1,0,4,2,2,30.22,0.0,66.22,52,3737,3841,2481,6,4,0,2,0,0,0,1,2367,0,0.0,0.0,1,0,3,0.0,0,3,3,30,45,0,0,0,0,0,6,7,1.0,2,16
4014,0,0,0.0,0.0,1,0,25.1,0,1,0,1,0,0,2,55.4,0.0,58.4,43,1921,1963,1355,3,0,1,0,0,0,0,0,363,1,35.0,110.0,0,0,2,1.0,0,1,0,0,2,0,0,0,0,0,3,12,3.0,2,20
15552,2,0,13.0,0.0,24,0,155.7,0,2,5,0,0,2,2,84.3,0.0,99.2,131,7374,7752,4950,12,3,1,1,0,0,0,1,1913,0,0.0,0.0,1,0,1,0.0,0,1,3,0,15,0,0,0,1,1,7,28,10.0,5,50
12153,6,0,48.8,0.0,27,0,219.8,0,0,1,0,12,6,2,300.0,275.0,595.0,55,6236,6145,3771,8,2,4,0,2,0,1,0,417,0,0.0,0.0,0,0,0,0.0,0,0,0,35,4,0,0,0,0,3,8,49,9.0,0,66
7538,3,0,39.3,0.0,11,0,144.2,0,1,0,0,2,3,2,100.0,8.06,168.0,55,3772,3862,2446,4,4,0,0,1,0,1,0,458,1,15.0,307.0,1,0,0,0.0,0,1,4,4,14,0,0,0,0,3,5,21,5.0,1,33
3592,0,0,0.0,0.0,7,0,197.1,0,0,0,0,1,0,2,43.8,0.0,53.7,33,1691,1846,1210,5,2,0,1,0,0,0,0,1081,2,16.0,270.0,0,0,0,0.0,0,2,6,49,105,0,0,0,5,0,3,7,5.0,4,19
8247,3,0,37.1,0.0,18,0,222.5,0,0,0,1,1,3,1,87.48,17.0,99.88,52,4110,4091,2506,3,3,0,1,0,0,0,0,916,0,0.0,0.0,0,0,2,0.0,0,3,3,20,30,0,0,0,0,1,10,8,3.0,2,23
15054,3,0,19.8,0.0,43,0,284.0,0,3,6,0,8,3,2,162.32,0.0,318.15,103,7516,7751,4636,14,4,1,2,0,1,0,0,2760,2,91.0,1626.0,0,0,2,0.0,1,6,8,94,109,0,0,0,2,2,11,24,11.0,2,48
