;a;b;sigma1;sigma2;x0;y0;x1;y1;x2;y2;miu0;miu1;miu2;max;cluster
0;-0,3584356534869603;-0,1409447108832727;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;6,411337782756162e-14;1,4904464042248434e-20;5,727136509971219e-09;5,727136509971219e-09;2,0
1;0,8483970141724707;-0,4961727108200954;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,2275137757910404e-14;5,1783106895700724e-21;1,9897993061773303e-09;1,9897993061773303e-09;2,0
2;0,2928888738280357;-0,2672999240246665;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,3178410543197087e-13;3,063590669069888e-20;1,1772044887157476e-08;1,1772044887157476e-08;2,0
3;0,1701402568417017;-0,2611362662932525;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;8,118660517831574e-14;1,887348442078557e-20;7,252258208698943e-09;7,252258208698943e-09;2,0
4;-0,5619123203119214;0,2005310975314194;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,9950932287529504e-11;4,6380016615032554e-18;1,7821820746863538e-06;1,7821820746863538e-06;2,0
5;-0,0185367335298218;-0,3868967749016055;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,6667322698746167e-15;6,199363779202306e-22;2,3821455463155796e-10;2,3821455463155796e-10;2,0
6;0,441079118488102;-0,1883986866777376;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,3018110065250606e-12;3,026325549207739e-19;1,1628851258788235e-07;1,1628851258788235e-07;2,0
7;-0,3093176007583517;-0,0405892124634235;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;5,932062597225215e-13;1,37902909927017e-19;5,299008324187596e-08;5,299008324187596e-08;2,0
8;-0,3544980462007199;-0,1551856513969596;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;4,934297919452432e-14;1,1470783229050941e-20;4,407722494605916e-09;4,407722494605916e-09;2,0
9;-0,2572144958786003;0,3186438090727075;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;9,261600744475078e-10;2,1530482396506743e-16;8,273226830619052e-05;8,273226830619052e-05;2,0
10;-0,7206814877368032;-0,0781030660259003;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;3,708086872989522e-14;8,620205226536525e-21;3,3123694979168532e-09;3,3123694979168532e-09;2,0
11;0,5144576288292928;-0,3797489733408205;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;4,2696456083331907e-14;9,925663192119203e-21;3,814000147346999e-09;3,814000147346999e-09;2,0
12;0,1090374806461785;0,1378572681227711;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,5895269707633394e-10;3,6951800673558627e-17;1,4198967916379577e-05;1,4198967916379577e-05;2,0
13;0,2831781650485658;-0,4080705978567296;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;7,7877782645408e-15;1,8104281048027067e-21;6,956686847848207e-10;6,956686847848207e-10;2,0
14;-0,3958438466903366;0,3454414122463906;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;7,929760908180666e-10;1,843434869981191e-16;7,083517473487549e-05;7,083517473487549e-05;2,0
15;-0,518338357622522;-0,096707782441379;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;6,974361893272665e-14;1,6213328571689074e-20;6,230076153551673e-09;6,230076153551673e-09;2,0
16;-0,0872683583395314;0,2297676747151405;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;3,7044660157296857e-10;8,611787804360379e-17;3,309135049114929e-05;3,309135049114929e-05;2,0
17;0,0894639269383399;-0,0070914361900827;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;8,238043266690015e-12;1,915101400164957e-18;7,358900741476891e-07;7,358900741476891e-07;2,0
18;-0,0367608068035468;-0,2681106396360939;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,5463631684403067e-14;5,919541220336254e-21;2,274621921940182e-09;2,274621921940182e-09;2,0
19;-0,793634094959698;-0,0857127215308646;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,225412083172865e-14;5,173424875857418e-21;1,9879219007224857e-09;1,9879219007224857e-09;2,0
20;-0,7239057404635114;0,0057249709081638;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,9114673730383305e-13;4,443596281263721e-20;1,7074805525283905e-08;1,7074805525283905e-08;2,0
21;0,260051163001167;0,1200528546085076;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,357238790529169e-10;5,479882979637947e-17;2,105680405151958e-05;2,105680405151958e-05;2,0
22;-0,7089094456529852;0,0001528563684718;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,8438587492919023e-13;4,286426227880329e-20;1,647086945052501e-08;1,647086945052501e-08;2,0
23;-0,6907604942371288;0,0262020965213661;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;3,3737937916558636e-13;7,843072687410185e-20;3,013751303710006e-08;3,013751303710006e-08;2,0
24;-0,2153245404103676;-0,0574173418359498;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;6,767472939383564e-13;1,5732372946129558e-19;6,04526585007418e-08;6,04526585007418e-08;2,0
25;-0,497560027656356;0,2373733468916287;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;5,675893611191735e-11;1,3194773868125069e-17;5,070177025268883e-06;5,070177025268883e-06;2,0
26;0,8909915002485073;-0,0058743861933815;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;4,418472339116448e-10;1,0271641322214017e-16;3,9469444769720766e-05;3,9469444769720766e-05;2,0
27;0,3355455356770378;0,8795454676244584;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;0,0011213465232294173;2,6067990021246883e-10;100,16793423034581;100,16793423034581;2,0
28;-0,0660907683087724;0,2480617477758255;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;5,903138866404047e-10;1,3723051873410316e-16;5,2731712586010625e-05;5,2731712586010625e-05;2,0
29;0,138475837108646;-0,4640135101066145;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,2622944262306909e-15;2,9344611879734874e-22;1,1275856521306509e-10;1,1275856521306509e-10;2,0
30;0,7161705608670106;0,2496618802227314;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,900666385583772e-08;6,7431914067561e-15;0,002591114822370444;0,002591114822370444;2,0
31;0,3519477669133746;-0,1822140919300104;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;9,472108016988796e-13;2,2019849542666326e-19;8,461269315179831e-08;8,461269315179831e-08;2,0
32;0,8076670921437306;0,6597493915410249;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;0,0001502197295392667;3,492164401907061e-11;13,418867118127315;13,418867118127315;2,0
33;-0,3019673940605028;-0,1730714734335698;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;4,492102417878883e-14;1,0442809477523891e-20;4,012716945464779e-09;4,012716945464779e-09;2,0
34;-0,1656960060803363;-0,1384697334951813;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,7439837866346148e-13;4,0542464800514256e-20;1,5578703783314396e-08;1,5578703783314396e-08;2,0
35;-0,6189007960104724;-0,2445651234737345;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,287781252356539e-15;5,318414747073188e-22;2,0436351945827724e-10;2,0436351945827724e-10;2,0
36;-0,3435156776650342;0,338007062518614;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;8,865632132161416e-10;2,0609972489828436e-16;7,919514957492762e-05;7,919514957492762e-05;2,0
37;-0,1859508723435659;0,0775331054020753;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,1249072136742638e-11;2,6150765542517536e-18;1,0048600451362195e-06;1,0048600451362195e-06;2,0
38;-0,5193023274894005;-0,274970172097668;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,052037492595586e-15;4,77038023234343e-22;1,8330493949769528e-10;1,8330493949769528e-10;2,0
39;0,4213005855749498;0,6968267184258102;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;4,636328987028731e-05;1,0778093592426125e-11;4,141552030726952;4,141552030726952;2,0
40;-0,7766781436506609;-0,0993675536129276;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;1,8477156994766597e-14;4,295392496276961e-21;1,6505322915572061e-09;1,6505322915572061e-09;2,0
41;0,9219658544253452;-0,2454479683085669;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;4,534007925066349e-12;1,054022738720374e-18;4,0501504060488716e-07;4,0501504060488716e-07;2,0
42;-0,4822798881130258;-0,0976331696128396;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;8,182748544106631e-14;1,902247012634686e-20;7,309506927697843e-09;7,309506927697843e-09;2,0
43;1,010745883619115;0,310150853268731;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;4,103713393817807e-07;9,539919871692866e-14;0,036657757866702924;0,036657757866702924;2,0
44;-0,156591404583295;0,3710461974672761;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;4,285789868361793e-09;9,96319382164432e-16;0,00038284215339856744;0,00038284215339856744;2,0
45;-0,1368357827621503;0,2120120000414362;0,3181980515339463;0,15909902576697316;2,266837576454706;0,7406294762403154;2,678376195177589;1,4110165275481825;2,329078963266169;0,1479404246636692;2,042209565862276e-10;4,7475332095269994e-17;1,8242702789922875e-05;1,8242702789922875e-05;2,0
